p0,p1,d3mIndex
0.9848298672956146,0.015170132704385357,5.0
0.9848298672956146,0.015170132704385357,937.777777777778
0.9848298672956146,0.015170132704385357,1870.5555555555602
0.9848298672956146,0.015170132704385357,2803.3333333333303
0.9848298672956146,0.015170132704385357,3736.1111111111104
0.9848298672956146,0.015170132704385357,4668.88888888889
0.9848298672956146,0.015170132704385357,5601.66666666667
0.9848298672956146,0.015170132704385357,6534.44444444445
0.9848298672956146,0.015170132704385357,7467.222222222221
0.9848298672956146,0.015170132704385357,8400.0
0.9971105685454454,0.0028894314545545976,4094.5
0.9956343592343808,0.004365640765619084,4094.5
0.9934089405561264,0.006591059443873604,4094.5
0.990060422870504,0.009939577129496044,4094.5
0.9850363511070428,0.014963648892957081,4094.5
0.9775304391237066,0.02246956087629337,4094.5
0.9663879616508306,0.0336120383491694,4094.5
0.9500026266575662,0.04999737334243383,4094.5
0.9262393627757584,0.07376063722424167,4094.5
0.8924601771747362,0.10753982282526373,4094.5
0.9779982127455484,0.02200178725445168,4094.5
0.9799591553466298,0.02004084465337015,4094.5
0.9817485875658132,0.018251412434186685,4094.5
0.9833809523501534,0.01661904764984654,4094.5
0.984869572176712,0.015130427823288078,4094.5
0.9862267192627072,0.01377328073729293,4094.5
0.9874636844533028,0.012536315546697305,4094.5
0.9885908441327732,0.01140915586722668,4094.5
0.9896177246742548,0.010382275325745366,4094.5
0.9905530640838908,0.00944693591610917,4094.5
0.9796629123076422,0.02033708769235772,4094.5
0.9808772078717388,0.01912279212826112,4094.5
0.9820203304087621,0.017979669591238,4094.5
0.9830962969606664,0.016903703039333685,4094.5
0.9841089158513784,0.01589108414862168,4094.5
0.9850617954027868,0.014938204597213081,4094.5
0.9859583525517371,0.014041647448262985,4094.5
0.9868018213295368,0.013198178670463148,4094.5
0.9875952611720532,0.012404738827946779,4094.5
0.9883415650342974,0.011658434965702576,4094.5
0.9902349516639792,0.009765048336020744,4094.5
0.989164065263912,0.010835934736088076,4094.5
0.9879771657199724,0.01202283428002768,4094.5
0.9866620137364194,0.013337986263580586,4094.5
0.9852051544177584,0.014794845582241678,4094.5
0.983591813987304,0.016408186012696096,4094.5
0.9818057918578464,0.018194208142153667,4094.5
0.979829348932136,0.02017065106786391,4094.5
0.9776430933659694,0.02235690663403054,4094.5
0.9752258654588188,0.02477413454118117,4094.5
0.9848298672956146,0.015170132704385357,4094.5
0.98418890814147,0.015811091858530017,4094.5
0.9835213207139056,0.01647867928609427,4094.5
0.9828260377897394,0.01717396221026054,4094.5
0.9821019527312759,0.017898047268724022,4094.5
0.9813479183221014,0.0186520816778986,4094.5
0.9805627455948778,0.01943725440512219,4094.5
0.9797452026539312,0.020254797346068804,4094.5
0.9788940134957536,0.0211059865042463,4094.5
0.9780078568308926,0.021992143169107383,4094.5
0.9877128264370272,0.012287173562972728,4094.5
0.9848298672956146,0.015170132704385357,4094.5
0.9848298672956146,0.015170132704385357,4094.5
0.9848298672956146,0.015170132704385357,4094.5
