d3mIndex,predict,p0,p1
8.0,0,0.9984541535377502,0.0015458614798262715
2761.44444444444,0,0.9984541535377502,0.0015458614798262715
5514.8888888888905,0,0.9984541535377502,0.0015458614798262715
8268.33333333333,0,0.9984541535377502,0.0015458614798262715
11021.777777777801,0,0.9984541535377502,0.0015458614798262715
13775.222222222199,0,0.9984541535377502,0.0015458614798262715
16528.6666666667,0,0.9984541535377502,0.0015458614798262715
19282.111111111102,0,0.9984541535377502,0.0015458614798262715
22035.555555555602,0,0.9984541535377502,0.0015458614798262715
24789.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9940081834793092,0.005991838406771421
12071.0,0,0.9969229698181152,0.0030770341400057077
12071.0,0,0.9982086420059204,0.0017913680057972672
12071.0,0,0.9984727501869202,0.0015272393357008696
12071.0,0,0.9984647035598756,0.0015353009803220632
12071.0,0,0.9986234307289124,0.0013765889452770352
12071.0,0,0.9986234307289124,0.0013765889452770352
12071.0,0,0.998553991317749,0.0014459904050454495
12071.0,0,0.9985451102256776,0.001454884302802384
12071.0,0,0.9985451102256776,0.001454884302802384
12071.0,0,0.9985451102256776,0.001454884302802384
12071.0,0,0.9978284239768982,0.0021715713664889336
12071.0,0,0.9984847903251648,0.0015151845291256905
12071.0,0,0.9985011219978333,0.0014989025657996535
12071.0,0,0.9984738826751708,0.001526144566014409
12071.0,0,0.9984722137451172,0.0015277715865522625
12071.0,0,0.9984937310218812,0.0015062525635585187
12071.0,0,0.9984937310218812,0.0015062525635585187
12071.0,0,0.9984937310218812,0.0015062525635585187
12071.0,0,0.9984937310218812,0.0015062525635585187
12071.0,0,0.9984937310218812,0.0015062525635585187
12071.0,0,0.9983314871788024,0.0016685398295521734
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9963591694831848,0.0036408149171620607
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9966185092926024,0.0033815021160990004
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9974942803382874,0.0025057124439626928
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9977940917015076,0.002205918775871396
12071.0,0,0.997912049293518,0.0020879365038126707
12071.0,0,0.9983801841735841,0.0016198016237467527
12071.0,0,0.9984453320503236,0.001554670394398272
12071.0,0,0.9984394907951356,0.0015605087392032144
12071.0,0,0.9986459612846376,0.0013540353393182158
12071.0,0,0.998848795890808,0.0011512148194015026
12071.0,0,0.998848795890808,0.0011512148194015026
12071.0,0,0.998848795890808,0.0011512148194015026
12071.0,0,0.998848795890808,0.0011512148194015026
12071.0,0,0.9907180070877076,0.009281986393034458
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9984541535377502,0.0015458614798262715
12071.0,0,0.9975664615631104,0.002433509100228548
12071.0,0,0.997733473777771,0.002266539027914405
12071.0,0,0.9982223510742188,0.0017776221502572296
12071.0,0,0.998350977897644,0.0016490449197590351
12071.0,0,0.998350977897644,0.0016490449197590351
12071.0,0,0.998350977897644,0.0016490449197590351
12071.0,0,0.998350977897644,0.0016490449197590351
12071.0,0,0.9974213242530824,0.002578667365014553
12071.0,0,0.9974213242530824,0.002578667365014553
12071.0,0,0.9974213242530824,0.002578667365014553
12071.0,0,0.997349977493286,0.00265000038780272
12071.0,0,0.9977930188179016,0.0022069844417274
12071.0,0,0.997822105884552,0.002177887363359332
12071.0,0,0.9983314871788024,0.0016685287700966
12071.0,0,0.9985037446022034,0.001496249227784574
12071.0,0,0.9989711046218872,0.0010289144702255726
12071.0,0,0.9989711046218872,0.0010289144702255726
