p0,p1,d3mIndex
0.987900286462217,0.0120997135377831,1.0
0.987900286462217,0.0120997135377831,934.222222222222
0.987900286462217,0.0120997135377831,1867.4444444444398
0.987900286462217,0.0120997135377831,2800.6666666666697
0.987900286462217,0.0120997135377831,3733.8888888888896
0.987900286462217,0.0120997135377831,4667.11111111111
0.987900286462217,0.0120997135377831,5600.33333333333
0.987900286462217,0.0120997135377831,6533.55555555555
0.987900286462217,0.0120997135377831,7466.777777777779
0.987900286462217,0.0120997135377831,8400.0
0.9943057404764736,0.00569425952352626,4140.0
0.9943057404764736,0.00569425952352626,4140.0
0.9943090414740532,0.0056909585259466615,4140.0
0.9938699401573272,0.006130059842672719,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.9898652448440282,0.010134755155971807,4140.0
0.983689522814794,0.016310477185205927,4140.0
0.9699170915389336,0.03008290846106642,4140.0
0.9761907590773572,0.02380924092264286,4140.0
0.9725242725404658,0.02747572745953418,4140.0
0.9946581655794136,0.005341834420586431,4140.0
0.9946581655794136,0.005341834420586431,4140.0
0.9946581655794136,0.005341834420586431,4140.0
0.9914274420007668,0.008572557999233343,4140.0
0.98899468717883,0.011005312821169906,4140.0
0.9885673021752928,0.011432697824707131,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.9907964392679276,0.00920356073207233,4140.0
0.9958490765167642,0.004150923483235733,4140.0
0.9958490765167642,0.004150923483235733,4140.0
0.9929691391282636,0.007030860871736404,4140.0
0.9929691391282636,0.007030860871736404,4140.0
0.9929691391282636,0.007030860871736404,4140.0
0.9938084609219696,0.006191539078030423,4140.0
0.991200805292885,0.008799194707114998,4140.0
0.9888332140610238,0.011166785938976295,4140.0
0.9929402447639666,0.007059755236033469,4140.0
0.9929402447639666,0.007059755236033469,4140.0
0.9929402447639666,0.007059755236033469,4140.0
0.9929402447639666,0.007059755236033469,4140.0
0.9706672638535628,0.029332736146437312,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.9781517048598248,0.02184829514017521,4140.0
0.9821786523153814,0.017821347684618603,4140.0
0.9821786523153814,0.017821347684618603,4140.0
0.9821786523153814,0.017821347684618603,4140.0
0.9821786523153814,0.017821347684618603,4140.0
0.9821786523153814,0.017821347684618603,4140.0
0.9821786523153814,0.017821347684618603,4140.0
0.9821786523153814,0.017821347684618603,4140.0
0.9844361319920404,0.0155638680079597,4140.0
0.9914485279761862,0.008551472023813747,4140.0
0.9914485279761862,0.008551472023813747,4140.0
0.9919454016940984,0.008054598305901635,4140.0
0.9888133763734368,0.011186623626563329,4140.0
0.9775430579888138,0.022456942011186216,4140.0
0.9767906025234396,0.023209397476560215,4140.0
0.986570094467194,0.013429905532806131,4140.0
0.9946104734543112,0.005389526545688827,4140.0
0.9946104734543112,0.005389526545688827,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.984085206814955,0.015914793185044983,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.9898126097610472,0.010187390238952834,4140.0
0.9888011985465892,0.01119880145341094,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.9884269923736996,0.01157300762630056,4140.0
0.9884269923736996,0.01157300762630056,4140.0
0.9884269923736996,0.01157300762630056,4140.0
0.9901280800647418,0.009871919935258128,4140.0
0.9874748365166766,0.012525163483323436,4140.0
0.9874748365166766,0.012525163483323436,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.985989409172668,0.014010590827331942,4140.0
0.985989409172668,0.014010590827331942,4140.0
0.985989409172668,0.014010590827331942,4140.0
0.985989409172668,0.014010590827331942,4140.0
0.9724526091781944,0.02754739082180568,4140.0
0.987900286462217,0.0120997135377831,4140.0
0.987900286462217,0.0120997135377831,4140.0
