d3mIndex,p_0,p_1
9.0,0.9718601054521682,0.028139894547831855
941.333333333333,0.9718601054521682,0.028139894547831855
1873.66666666667,0.9718601054521682,0.028139894547831855
2806.0,0.9718601054521682,0.028139894547831855
3738.3333333333294,0.9718601054521682,0.028139894547831855
4670.666666666671,0.9718601054521682,0.028139894547831855
5603.0,0.9718601054521682,0.028139894547831855
6535.33333333333,0.9718601054521682,0.028139894547831855
7467.66666666667,0.9718601054521682,0.028139894547831855
8400.0,0.9718601054521682,0.028139894547831855
4135.5,0.9902458620285046,0.00975413797149531
4135.5,0.9901625621111005,0.009837437888899375
4135.5,0.9894187020132583,0.010581297986741709
4135.5,0.9849209313235897,0.015079068676410156
4135.5,0.9718600782210265,0.02813992177897348
4135.5,0.950602973264364,0.04939702673563611
4135.5,0.9236553278463296,0.0763446721536704
4135.5,0.8343003701072943,0.16569962989270573
4135.5,0.8349880063384462,0.16501199366155375
4135.5,0.8417360286721325,0.15826397132786757
4135.5,0.9863633097249913,0.013636690275008854
4135.5,0.9863111017279979,0.013688898272002249
4135.5,0.9864696669868968,0.013530333013103286
4135.5,0.9841870111323657,0.01581298886763422
4135.5,0.9721328234456839,0.027867176554316076
4135.5,0.9664704475373884,0.03352955246261161
4135.5,0.9442093070794709,0.05579069292052912
4135.5,0.9430878939657975,0.056912106034202437
4135.5,0.9520886079110203,0.047911392088979675
4135.5,0.9567309172347391,0.04326908276526113
4135.5,0.9718601052184244,0.028139894781575556
4135.5,0.9790647623962744,0.02093523760372553
4135.5,0.9718601054521682,0.028139894547831855
4135.5,0.9711859489667555,0.028814051033244626
4135.5,0.9718601054521682,0.028139894547831855
4135.5,0.9607582404363436,0.03924175956365629
4135.5,0.9718601054521682,0.028139894547831855
4135.5,0.9778367819706628,0.022163218029337087
4135.5,0.9718601054521682,0.028139894547831855
4135.5,0.9621648452820929,0.03783515471790718
4135.5,0.9718601054521682,0.028139894547831855
4135.5,0.9607463118873575,0.039253688112642536
4135.5,0.9920242303547266,0.007975769645273384
4135.5,0.9864639051523215,0.013536094847678395
4135.5,0.9863710425182237,0.013628957481776222
4135.5,0.9760060880832538,0.023993911916746116
4135.5,0.9718615802580748,0.028138419741925144
4135.5,0.9719775232551824,0.028022476744817473
4135.5,0.9753303375930078,0.02466966240699223
4135.5,0.9763234685127915,0.023676531487208663
4135.5,0.9764120593638086,0.02358794063619159
4135.5,0.9837791218669469,0.016220878133052886
4135.5,0.9711291057395438,0.02887089426045633
4135.5,0.9734706282154642,0.026529371784535846
4135.5,0.9734936078386276,0.026506392161372374
4135.5,0.9723413775785774,0.027658622421422585
4135.5,0.9710709180432447,0.02892908195675541
4135.5,0.971765940836076,0.02823405916392384
4135.5,0.9710184806802094,0.028981519319790712
4135.5,0.97748671574231,0.022513284257690006
4135.5,0.9826300848112942,0.017369915188705766
4135.5,0.9726706248385797,0.027329375161420477
4135.5,0.9718601052184244,0.028139894781575556
4135.5,0.9720045655951349,0.027995434404864992
4135.5,0.9767821294836775,0.023217870516322597
4135.5,0.9769617657283579,0.023038234271642234
4135.5,0.9831827879418551,0.016817212058144935
4135.5,0.9861747609397146,0.013825239060285512
4135.5,0.986743447767282,0.013256552232718223
4135.5,0.9857082724101689,0.014291727589831252
4135.5,0.9713930414761627,0.028606958523837354
4135.5,0.9714150784820548,0.028584921517945366
4135.5,0.9718601053206873,0.028139894679312685
4135.5,0.9718601053206873,0.028139894679312685
