p0,p1,d3mIndex
0.9953220632399772,0.004677936760022899,4.0
0.9953220632399772,0.004677936760022899,4013.6666666666706
0.9953220632399772,0.004677936760022899,8023.33333333333
0.9953220632399772,0.004677936760022899,12033.0
0.9953220632399772,0.004677936760022899,16042.666666666699
0.9953220632399772,0.004677936760022899,20052.3333333333
0.9953220632399772,0.004677936760022899,24062.0
0.9953220632399772,0.004677936760022899,28071.6666666667
0.9953220632399772,0.004677936760022899,32081.3333333333
0.9953220632399772,0.004677936760022899,36091.0
0.9953220632399772,0.004677936760022899,17844.5
0.9940237619320796,0.005976238067920379,17844.5
0.9800323302800676,0.019967669719932427,17844.5
0.994306249998278,0.005693750001722003,17844.5
0.995283026818266,0.00471697318173395,17844.5
0.9954114989857608,0.00458850101423916,17844.5
0.9954216353724772,0.0045783646275226715,17844.5
0.9954232459134628,0.0045767540865373135,17844.5
0.9954307722694538,0.004569227730546252,17844.5
0.9954308109393064,0.004569189060693522,17844.5
0.9954308161631501,0.004569183836850046,17844.5
0.9954308168688324,0.00456918313116749,17844.5
0.995384983614813,0.0046150163851870025,17844.5
0.9943924342402878,0.005607565759712186,17844.5
0.008438802732057216,0.9915611972679428,17844.5
5.968480404905385e-06,0.9999940315195952,17844.5
5.369236486640894e-06,0.9999946307635134,17844.5
5.364286762232773e-06,0.9999946357132378,17844.5
5.364244452077394e-06,0.999994635755548,17844.5
5.364244090366732e-06,0.9999946357559096,17844.5
5.364244087258108e-06,0.9999946357559129,17844.5
5.364244087036063e-06,0.999994635755913,17844.5
0.995260294072888,0.004739705927111905,17844.5
0.9954182824153742,0.004581717584625824,17844.5
0.9954226853147158,0.0045773146852842285,17844.5
0.9954235382869336,0.004576461713066466,17844.5
0.995423541931886,0.004576458068114004,17844.5
0.9954235420384908,0.004576457961509218,17844.5
0.9954235420416088,0.004576457958391322,17844.5
0.9954235420417,0.004576457958300132,17844.5
0.9954235420417026,0.004576457958297465,17844.5
0.9954235420417026,0.004576457958297388,17844.5
0.9953195880576129,0.0046804119423870345,17844.5
0.9953245002769122,0.0046754997230878175,17844.5
0.9953246669659233,0.004675333034076759,17844.5
0.9953236286006,0.004676371399399867,17844.5
0.9953219593486792,0.004678040651320927,17844.5
0.9953176074483152,0.004682392551684919,17844.5
0.995318731844078,0.004681268155921969,17844.5
0.9953157409336728,0.004684259066327059,17844.5
0.9953209457152457,0.00467905428475449,17844.5
0.995314702376682,0.0046852976233179725,17844.5
0.9945548419678802,0.0054451580321197655,17844.5
0.9953210481838184,0.004678951816181731,17844.5
0.9953276571203848,0.0046723428796151744,17844.5
0.995318511253073,0.004681488746926991,17844.5
0.9953269796023833,0.00467302039761676,17844.5
0.9953318057141756,0.004668194285824517,17844.5
0.9953307904697072,0.004669209530292762,17844.5
0.9953328182868963,0.004667181713103516,17844.5
0.9953362013447004,0.004663798655299649,17844.5
0.9953357333764989,0.004664266623500944,17844.5
0.9947560341399918,0.0052439658600081755,17844.5
0.9948227231509736,0.005177276849026519,17844.5
0.9948778022918072,0.005122197708192869,17844.5
0.9948486506707608,0.005151349329239367,17844.5
0.9951609137612222,0.0048390862387778216,17844.5
0.9952185503197504,0.0047814496802496475,17844.5
0.9952790549688908,0.004720945031109107,17844.5
0.9953177409482764,0.004682259051723445,17844.5
0.995361980817389,0.00463801918261096,17844.5
0.99537712159808,0.004622878401920138,17844.5
0.9953220632399772,0.004677936760022899,17844.5
0.9953220632399772,0.004677936760022899,17844.5
