"d3mIndex","log(wdi.pop)","log(xxxcimr)","wdi.gdpchg.s","sqrt(wdi.cpi)","log1p(bnn.yroff)","elceleth.c","dispota4.c","cir.physint","I(cir.physint^2)","nvc.start.1"
0,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
415.777777777778,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
831.555555555556,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1247.33333333333,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1663.11111111111,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
2078.88888888889,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
2494.66666666667,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
2910.44444444444,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
3326.22222222222,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
3742,16.0786864080344,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,12.832345245155,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,13.7419749735334,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,14.6516047019117,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,15.5612344302901,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.4708641586684,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,17.3804938870468,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,18.2901236154251,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,19.1997533438035,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,20.1093830721818,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,21.0190128005602,-0.0234819201043762,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-2.71388897863685,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-2.22055892842906,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-1.72722887822126,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-1.23389882801347,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.740568777805672,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.247238727597878,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,0.246091322609916,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,0.739421372817711,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,1.23275142302551,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,1.7260814732333,1.98173631297744,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,-7.87886461430757,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,-6.11886322702456,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,-4.35886183974156,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,-2.59886045245855,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,-0.838859065175548,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,0.921142322107457,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,2.68114370939046,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,4.44114509667347,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,6.20114648395647,7.84375330872394,1.6094379124341,0,0,5,25,0
1871,16.0786864080344,-0.0234819201043762,7.96114787123948,7.84375330872394,1.6094379124341,0,0,5,25,0
