p0,p1,d3mIndex
0.8896877899881881,0.11031221001181184,0.0
0.8896877899881881,0.11031221001181184,51.8888888888889
0.8896877899881881,0.11031221001181184,103.777777777778
0.8896877899881881,0.11031221001181184,155.666666666667
0.8896877899881881,0.11031221001181184,207.555555555556
0.8896877899881881,0.11031221001181184,259.444444444444
0.8896877899881881,0.11031221001181184,311.33333333333303
0.8896877899881881,0.11031221001181184,363.222222222222
0.8896877899881881,0.11031221001181184,415.111111111111
0.8896877899881881,0.11031221001181184,467.0
0.8896877899881881,0.11031221001181184,233.5
0.8896877899881881,0.11031221001181184,233.5
0.8896877899881881,0.11031221001181184,233.5
0.7418683734181732,0.2581316265818268,233.5
0.8896877899881881,0.11031221001181184,233.5
0.3665250125121803,0.6334749874878197,233.5
0.8896877899881881,0.11031221001181184,233.5
0.7936535209501658,0.2063464790498342,233.5
0.8896877899881881,0.11031221001181184,233.5
0.9072236248026424,0.09277637519735757,233.5
0.8896877899881881,0.11031221001181184,233.5
0.09771277103341336,0.9022872289665866,233.5
0.9673417333902646,0.03265826660973534,233.5
0.9599570650156186,0.04004293498438133,233.5
0.950987185192852,0.04901281480714804,233.5
0.9401333021031456,0.0598666978968544,233.5
0.9270601808426252,0.07293981915737496,233.5
0.91140131189851,0.08859868810148995,233.5
0.8927696007389756,0.1072303992610244,233.5
0.8707753037917174,0.1292246962082826,233.5
0.8450526745373412,0.15494732546265874,233.5
0.8152959300146364,0.1847040699853636,233.5
0.8896877899881881,0.11031221001181184,233.5
0.17068415374293178,0.8293158462570682,233.5
0.8896877899881881,0.11031221001181184,233.5
0.8313551471417021,0.16864485285829786,233.5
0.8623313741465344,0.13766862585346565,233.5
0.8696438667309412,0.1303561332690588,233.5
0.8766235161525933,0.12337648384740678,233.5
0.8832796127828972,0.11672038721710283,233.5
0.8896218309041322,0.11037816909586784,233.5
0.895660141613864,0.10433985838613603,233.5
0.9014047324294241,0.09859526757057603,233.5
0.906865933676103,0.093134066323897,233.5
0.912054151632376,0.0879458483676239,233.5
0.9169798083132988,0.08302019168670133,233.5
