d3mIndex,p_0,p_1
0,0.8200947798788547,0.17990522012114524
1,0.8347689469655355,0.16523105303446453
2,0.8402148589491845,0.1597851410508156
3,0.83919709349672,0.16080290650328
4,0.442045055826505,0.557954944173495
5,0.8038647326330344,0.1961352673669656
6,0.8108735335369905,0.1891264664630095
7,0.8144217930734158,0.18557820692658425
8,0.679388752579689,0.320611247420311
9,0.6553979555765788,0.34460204442342124
10,0.8101298622786999,0.18987013772130013
11,0.4314347080886364,0.5685652919113636
12,0.8200590211898089,0.17994097881019117
13,0.40070876777172093,0.5992912322282791
14,0.8663613568370541,0.1336386431629459
15,0.8683805419752995,0.1316194580247005
16,0.8724418790390094,0.1275581209609906
17,0.8951563304911057,0.10484366950889429
18,0.8959877902021011,0.10401220979789892
19,0.8973779927007854,0.1026220072992146
20,0.9020145158283412,0.09798548417165875
21,0.8862459744016329,0.11375402559836706
22,0.9026266897407671,0.09737331025923292
23,0.8134975007424752,0.1865024992575248
24,0.8855634742106,0.11443652578939995
25,0.9034123461383085,0.09658765386169156
26,0.4487442488471667,0.5512557511528333
27,0.6960298396646977,0.30397016033530233
28,0.8285124416152636,0.17148755838473637
29,0.8310725199679534,0.16892748003204663
30,0.47064249937733016,0.5293575006226698
31,0.8483908885469039,0.15160911145309608
32,0.8502918668091297,0.14970813319087029
33,0.7769661071399847,0.22303389286001524
34,0.7808417243262132,0.2191582756737868
35,0.7951359950006008,0.2048640049993992
36,0.7980918496847152,0.20190815031528472
37,0.8125022992491722,0.18749770075082778
38,0.8172850543012222,0.18271494569877783
39,0.5343237705528736,0.4656762294471264
40,0.41600054949522014,0.5839994505047799
41,0.4425635856886705,0.5574364143113295
42,0.6849890972177188,0.3150109027822812
43,0.8452282346785068,0.15477176532149314
44,0.48190809016426406,0.5180919098357359
45,0.8053444739431143,0.1946555260568857
46,0.8098696295171977,0.1901303704828024
47,0.4491376546521981,0.5508623453478019
48,0.8418489291022221,0.15815107089777788
49,0.7148357639710108,0.28516423602898916
50,0.8065435456732909,0.1934564543267091
51,0.8188594197233519,0.1811405802766482
52,0.8083078434069951,0.19169215659300487
53,0.818592693656683,0.18140730634331703
54,0.8298162524898847,0.1701837475101153
55,0.8340507029245297,0.1659492970754703
56,0.44078146964311604,0.559218530356884
57,0.676527238637209,0.3234727613627911
58,0.8621517903481921,0.13784820965180794
59,0.9035678432323039,0.09643215676769615
60,0.8311280100295941,0.1688719899704059
61,0.834532002483805,0.16546799751619498
62,0.8434023941556612,0.15659760584433874
63,0.8456569993247589,0.15434300067524115
64,0.8475992289682229,0.15240077103177707
65,0.8190646673242251,0.18093533267577488
66,0.6721894857784112,0.32781051422158874
67,0.6770059476296106,0.3229940523703893
68,0.6813279000421365,0.3186720999578635
69,0.8307963815828164,0.16920361841718357
70,0.8388291519135237,0.16117084808647633
71,0.844881767158707,0.15511823284129303
72,0.8496487673372031,0.15035123266279699
73,0.8512278474867344,0.14877215251326562
74,0.2221316774996619,0.7778683225003381
75,0.4955156897505124,0.5044843102494876
76,0.7929508164525032,0.2070491835474968
77,0.7274367667734623,0.2725632332265377
78,0.46504125073552127,0.5349587492644787
79,0.4759929778675238,0.5240070221324762
80,0.7882241845130921,0.21177581548690796
81,0.3901722386479378,0.6098277613520622
82,0.4610153984899322,0.5389846015100678
83,0.7261677030473948,0.27383229695260525
84,0.7496837726483743,0.2503162273516258
85,0.7588021971285344,0.2411978028714657
86,0.8456831887364388,0.15431681126356125
87,0.8504273428271214,0.14957265717287857
88,0.487123291194439,0.512876708805561
89,0.4505256779491902,0.5494743220508098
90,0.8015589753786723,0.1984410246213277
91,0.8152787453184525,0.1847212546815475
92,0.4892251516381899,0.5107748483618101
93,0.8861323660860458,0.1138676339139541
94,0.8931944983080029,0.10680550169199705
95,0.8967823972304663,0.10321760276953379
96,0.9009007890708745,0.09909921092912555
97,0.8381749669710795,0.16182503302892048
98,0.8431118220090866,0.1568881779909134
99,0.42458219875892,0.57541780124108
100,0.4535192710657915,0.5464807289342085
101,0.8094088790938259,0.1905911209061742
102,0.8226762289802233,0.17732377101977667
103,0.902473184466362,0.097526815533638
104,0.3487714411690831,0.6512285588309169
105,0.6525297564764818,0.34747024352351824
106,0.6638559410969416,0.3361440589030584
107,0.8222540857891242,0.17774591421087582
108,0.8267851707835993,0.17321482921640077
109,0.8418365564197302,0.15816344358026982
