d3mIndex,p_0,p_1
4.0,1.0,0.0
4013.6666666666706,1.0,0.0
8023.33333333333,1.0,0.0
12033.0,1.0,0.0
16042.666666666699,1.0,0.0
20052.3333333333,1.0,0.0
24062.0,1.0,0.0
28071.6666666667,1.0,0.0
32081.3333333333,1.0,0.0
36091.0,1.0,0.0
17844.5,1.0,0.0
17844.5,0.996,0.004
17844.5,0.9494800759644739,0.050519924035526104
17844.5,0.9979332591768632,0.0020667408231368183
17844.5,1.0,0.0
17844.5,0.9216646495677455,0.07833535043225447
17844.5,0.9196646495677455,0.08033535043225447
17844.5,0.9196646495677455,0.08033535043225447
17844.5,0.9196646495677455,0.08033535043225447
17844.5,0.9196646495677455,0.08033535043225447
17844.5,0.9196646495677455,0.08033535043225447
17844.5,0.9196646495677455,0.08033535043225447
17844.5,0.9574307860973927,0.04256921390260733
17844.5,0.9099473684210526,0.09005263157894737
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9039473684210526,0.09605263157894738
17844.5,0.9571983794417838,0.04280162055821615
17844.5,0.9178332475332476,0.08216675246675247
17844.5,0.9178888030888032,0.08211119691119691
17844.5,0.9178888030888032,0.08211119691119691
17844.5,0.9178888030888032,0.08211119691119691
17844.5,0.9178888030888032,0.08211119691119691
17844.5,0.9178888030888032,0.08211119691119691
17844.5,0.9178888030888032,0.08211119691119691
17844.5,0.9178888030888032,0.08211119691119691
17844.5,0.9178888030888032,0.08211119691119691
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,0.996,0.004
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,0.786,0.214
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,0.668,0.332
17844.5,0.668,0.332
17844.5,0.668,0.332
17844.5,0.724,0.276
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
17844.5,1.0,0.0
