d3mIndex,p_0,p_1
9.0,0.9800307956095281,0.01996920439047168
941.333333333333,0.9800307956095281,0.01996920439047168
1873.66666666667,0.9800307956095281,0.01996920439047168
2806.0,0.9800307956095281,0.01996920439047168
3738.3333333333294,0.9800307956095281,0.01996920439047168
4670.666666666671,0.9800307956095281,0.01996920439047168
5603.0,0.9800307956095281,0.01996920439047168
6535.33333333333,0.9800307956095281,0.01996920439047168
7467.66666666667,0.9800307956095281,0.01996920439047168
8400.0,0.9800307956095281,0.01996920439047168
4135.5,0.964046257485488,0.03595374251451191
4135.5,0.964046257485488,0.03595374251451191
4135.5,0.9851226254305374,0.014877374569462677
4135.5,0.9872405202890271,0.012759479710972934
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9562276395077554,0.043772360492244734
4135.5,0.9283036983150312,0.07169630168496927
4135.5,0.8422991391555338,0.15770086084446647
4135.5,0.8336029189457506,0.16639708105424994
4135.5,0.7544093854491417,0.24559061455085854
4135.5,0.986787677281243,0.013212322718756775
4135.5,0.986787677281243,0.013212322718756775
4135.5,0.986787677281243,0.013212322718756775
4135.5,0.9954442082214575,0.0045557917785422316
4135.5,0.974672639592346,0.025327360407654022
4135.5,0.976947709627487,0.023052290372512663
4135.5,0.9469169489324638,0.05308305106753637
4135.5,0.9236648673062899,0.07633513269371021
4135.5,0.9094471158049214,0.09055288419507873
4135.5,0.8572313569196822,0.14276864308031792
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9897602787503851,0.010239721249614928
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9755771804688209,0.024422819531179238
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9650547807950254,0.03494521920497475
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9874696247666647,0.012530375233334879
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9819806691504452,0.018019330849554788
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9809478372021349,0.019052162797865365
4135.5,0.990729136927091,0.009270863072909308
4135.5,0.9902842002009238,0.009715799799076592
4135.5,0.9902842002009238,0.009715799799076592
4135.5,0.978724138697449,0.021275861302550877
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9816973063231429,0.018302693676857103
4135.5,0.981605883783163,0.018394116216836894
4135.5,0.981605883783163,0.018394116216836894
4135.5,0.9876463905717955,0.012353609428204761
4135.5,0.9755724719805275,0.024427528019473052
4135.5,0.9813628852739095,0.01863711472609071
4135.5,0.9814098440312213,0.018590155968778894
4135.5,0.9741623237992835,0.02583767620071656
4135.5,0.9805738584346266,0.019426141565373325
4135.5,0.9788278527984778,0.021172147201522055
4135.5,0.9728935304987858,0.027106469501213922
4135.5,0.9848644823012073,0.015135517698792662
4135.5,0.9866155022652259,0.013384497734774167
4135.5,0.9866155022652259,0.013384497734774167
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9753261838266729,0.024673816173326993
4135.5,0.9753261838266729,0.024673816173326993
4135.5,0.9414688452228526,0.058531154777147626
4135.5,0.9474473195552459,0.05255268044475428
4135.5,0.9488268696823107,0.05117313031768942
4135.5,0.9488268696823107,0.05117313031768942
4135.5,0.9488268696823107,0.05117313031768942
4135.5,0.9488268696823107,0.05117313031768942
4135.5,0.9800307956095281,0.01996920439047168
4135.5,0.9800307956095281,0.01996920439047168
