d3mIndex,log(wdi.pop),log(xxxcimr),wdi.gdpchg.s,sqrt(wdi.cpi),log1p(bnn.yroff),elceleth.c,dispota4.c,cir.physint,I(cir.physint^2),nvc.start.1
508,18.802242885451022,0.8612962129451578,2.53531901755803,8.975261209480017,0.0,0.0,1.0,0.0,0.0,0.0
509,18.812519885460514,0.8416810306631496,2.48805778733931,9.366232082361787,0.6931471805599453,0.0,1.0,1.0,1.0,0.0
510,18.822827686365983,0.8414273610325187,2.3960714984454903,9.616866186064199,0.0,0.0,1.0,1.0,1.0,0.0
556,16.139465676694513,-1.2236786776029367,-3.09838667696599,0.012027284046739646,0.6931471805599453,0.0,0.0,5.0,25.0,0.0
557,16.141714516556952,-1.2128442276258968,-2.756809750418049,0.04320177993332428,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
558,16.14054183978815,-1.1280784794602268,-3.42052627529741,0.2081329227356369,0.0,0.0,0.0,7.0,49.0,0.0
559,16.137309869882127,-1.0971878792210918,-3.22490309931944,0.5921175124181002,0.6931471805599453,0.0,0.0,5.0,25.0,0.0
560,16.13396900011461,-1.117537758021824,1.67332005306819,0.7317194476723091,1.0986122886681096,0.0,0.0,4.0,16.0,0.0
561,16.129727735188027,-1.0486299596953308,3.3763886032268102,0.9368791516010057,1.3862943611198906,0.0,0.0,5.0,25.0,0.0
562,16.124971954897752,-1.0725334626814909,2.89827534923789,1.2318080427695135,1.6094379124341005,0.0,0.0,4.0,16.0,0.0
563,16.121589540212575,-1.0417610002696849,1.84390889145856,2.4440721503613387,1.791759469228055,0.0,0.0,5.0,25.0,0.0
564,16.11859552599997,-1.2353845997427573,2.4083189157584703,4.0057457948912205,1.9459101490553128,0.0,0.0,4.0,16.0,0.0
565,16.11086960586658,-1.2163544889957665,2.17377689891637,5.084851065581961,2.079441541679836,0.0,0.0,5.0,25.0,0.0
566,16.104503697438854,-1.3388795461192011,2.2461672505902,6.0707574153805375,2.19722457733622,0.0,0.0,5.0,25.0,0.0
567,16.09758677432678,-1.2957531533528346,2.65390140645037,6.878943427068965,2.302585092994046,0.0,0.0,5.0,25.0,0.0
568,16.09072445416219,-1.3761419896881961,3.38374687691117,7.475871731473287,2.3978952727983707,0.0,0.0,3.0,9.0,0.0
569,16.083814716981447,-1.3452328743841857,3.0726053489732794,7.852828734989022,2.4849066497880004,0.0,1.0,5.0,25.0,1.0
570,16.07769023632328,-1.3759067326279473,3.16195931247328,8.124282837470894,2.5649493574615367,0.0,1.0,4.0,16.0,0.0
571,16.073098285027584,-1.7315538211924075,2.940631846890589,8.459461942223294,2.6390573296152593,0.0,1.0,4.0,16.0,0.0
572,16.069745390017275,-1.890128387165979,3.2012881658585,9.06536547352887,2.7080502011022096,0.0,1.0,4.0,16.0,0.0
573,16.067538927341168,-1.8322614124701848,0.4043948057191671,9.634298196500056,2.772588722239781,0.0,1.0,3.0,9.0,0.0
600,16.103893475812534,-1.7289585680029378,-0.528472912477946,6.771945295425635,0.0,0.0,0.0,8.0,64.0,0.0
601,16.103621706977698,-1.7072837772721603,0.7713539683770451,7.061221718103838,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
602,16.10354226227079,-1.7230216669884983,0.5584288040036011,7.326791503701352,1.3862943611198906,0.0,0.0,8.0,64.0,0.0
603,16.103527245192918,-1.7395007970076688,1.57047211339984,7.555748805737232,1.6094379124341005,0.0,0.0,8.0,64.0,0.0
604,16.103825109419358,-1.7363402385240432,1.28522093152197,7.737458521630246,1.791759469228055,0.0,0.0,8.0,64.0,0.0
605,16.104181597927187,-1.7028523568308178,1.35009708077093,7.7874166802311215,1.9459101490553128,0.0,0.0,8.0,64.0,0.0
606,16.105034119335315,-1.6620499243686018,1.51876905064328,7.8477103012497045,0.0,0.0,0.0,8.0,64.0,0.0
607,16.108213381788904,-1.707572382845076,2.17329448078437,7.893175793735403,0.0,0.0,0.0,8.0,64.0,0.0
608,16.111845861647605,-1.680956327924192,1.86256994857274,8.014798103517718,2.079441541679836,0.0,0.0,8.0,64.0,0.0
609,16.11482821871074,-1.727220947965484,1.77127142343937,8.151992282119986,2.19722457733622,0.0,0.0,8.0,64.0,0.0
610,16.118544150367427,-1.8452258645637205,1.35391074206523,8.281740196209764,0.0,0.0,0.0,8.0,64.0,0.0
611,16.122601285325985,-1.7975819019397803,1.23719635066695,8.38175583613517,0.0,0.0,0.0,8.0,64.0,0.0
612,16.126507670504253,-1.8191175547021243,-0.980751288938554,8.496387198446572,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
613,16.129589641241118,-1.8711765906214992,1.79637731802952,8.596807245658137,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
614,16.131684009621324,-1.8864219389218695,1.54426591682929,8.65962730120615,1.3862943611198906,0.0,0.0,8.0,64.0,0.0
615,16.133637941383707,-2.0137070864566007,1.1934878313963702,8.748320467120406,1.6094379124341005,0.0,0.0,8.0,64.0,0.0
616,16.13605786023354,-1.8593547740521208,1.93265419567233,8.819220840769184,1.791759469228055,0.0,0.0,8.0,64.0,0.0
617,16.138193136740252,-1.8743430942496744,1.38887119151319,8.861208092359519,1.9459101490553128,0.0,0.0,7.0,49.0,0.0
618,16.140485027770545,-1.8960457887079036,1.8814872736775905,8.910623117935305,0.0,0.0,0.0,7.0,49.0,0.0
619,16.142910207332758,-1.84955687800532,1.91562507359146,9.02328254958095,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
620,16.146349718908994,-1.8138908429826717,0.8986841902088449,9.134238432919982,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
621,16.150832407857212,-1.7914199680650973,1.1660418802970902,9.208920685321377,1.3862943611198906,0.0,0.0,8.0,64.0,0.0
622,16.1550188229379,-1.7673083734102673,0.8982378720031309,9.281971548556823,1.6094379124341005,0.0,0.0,8.0,64.0,0.0
623,16.159346705419193,-1.7433858849588393,1.80950588295116,9.378555620905507,1.791759469228055,0.0,0.0,7.0,49.0,0.0
624,16.164847262500082,-1.7421142387320518,1.32329445029585,9.508222960223119,1.9459101490553128,0.0,0.0,8.0,64.0,0.0
625,16.17144284464989,-1.6844730982406508,1.6329549645252202,9.59298843747978,2.079441541679836,0.0,0.0,8.0,64.0,0.0
626,16.178786152957553,-1.6844070426626374,1.69800275083381,9.680040691694266,2.19722457733622,1.0,0.0,8.0,64.0,0.0
627,16.186685921412348,-1.6835141380148269,0.992553797267153,9.894932203934056,0.0,1.0,0.0,7.0,49.0,0.0
628,16.194731917138547,-1.663362876101247,-1.67348942525529,9.892302193587222,0.0,1.0,0.0,7.0,49.0,0.0
690,15.4978691379849,0.89091089722779,1.71979964340675,6.195644474369385,0.6931471805599453,1.0,0.0,6.0,36.0,0.0
691,15.535132932096676,0.8763474810205663,2.41581706706498,6.209278453530853,1.0986122886681096,1.0,0.0,8.0,64.0,0.0
692,15.571088982894564,0.8684563060872594,1.4214079093119498,7.308267092045897,1.3862943611198906,1.0,0.0,6.0,36.0,0.0
693,15.604876832451554,0.8756415011377112,2.4586985670956696,7.818908232498531,1.6094379124341005,1.0,0.0,8.0,64.0,0.0
694,15.636232858998511,0.8736721503742264,2.07949129217546,8.008724144508188,0.0,1.0,0.0,8.0,64.0,0.0
695,15.665743474145241,0.9252912799055908,2.39472093682958,8.14634475794434,2.9957322735539913,1.0,0.0,8.0,64.0,0.0
696,15.694440044375716,0.932900786446752,1.99022916927572,8.377410173388062,3.0445224377234235,1.0,0.0,7.0,49.0,0.0
697,15.723643328899847,0.9318605837199528,2.31115758254963,8.391084471685671,3.0910424533583165,1.0,0.0,8.0,64.0,0.0
698,15.754160990358319,0.9123736690305246,2.2049189463316,8.564062838599714,3.1354942159291497,1.0,0.0,7.0,49.0,0.0
699,15.786100915351842,0.9337140166216724,2.49968209080316,8.733005267418461,3.1780538303479458,1.0,0.0,7.0,49.0,0.0
700,15.81898100834591,0.9500111692442972,2.10264460549101,8.841026532844605,3.218875824868201,1.0,0.0,7.0,49.0,0.0
701,15.852263911742707,0.9678385907534156,1.9704081661146295,8.906527641916608,3.258096538021482,1.0,0.0,6.0,36.0,0.0
702,15.885254731793106,0.9750271032107424,1.7663117245865,8.945359653316562,3.2958368660043287,1.0,0.0,7.0,49.0,0.0
703,15.917491419954025,0.9788156252233816,1.6927010421290902,9.182163139125127,3.332204510175204,1.0,0.0,7.0,49.0,0.0
704,15.948927724614311,1.0253072069526068,1.9370478762049697,9.354194433082977,0.0,0.0,0.0,6.0,36.0,0.0
705,15.979694132786376,1.0146850254158026,2.15090596504256,9.414710589581023,0.6931471805599453,0.0,0.0,5.0,25.0,0.0
706,16.009763279263186,1.0050889281177005,2.24018531843963,9.78166677234709,1.0986122886681096,0.0,0.0,6.0,36.0,0.0
707,16.039137180287355,1.014816161690645,1.6329468446838602,9.886590991097412,1.3862943611198906,0.0,0.0,5.0,25.0,0.0
734,12.957682111741875,0.7173880199454368,3.72930671319875,3.9149258142855774,2.302585092994046,1.0,1.0,8.0,64.0,0.0
735,12.982162938903794,0.7512264820776491,1.8476856204367096,4.104224776151972,2.3978952727983707,1.0,1.0,7.0,49.0,0.0
736,13.005847538514875,0.767740819479897,3.3631402989893697,4.458777273739965,2.4849066497880004,1.0,1.0,7.0,49.0,0.0
737,13.031041633205742,0.7767430083425015,2.11709845660311,4.612902364087246,2.5649493574615367,1.0,1.0,8.0,64.0,0.0
738,13.058878168005796,0.7767372883476007,2.05226070447594,4.656001111189354,2.6390573296152593,1.0,1.0,8.0,64.0,0.0
739,13.090645646352193,0.8035235587009024,3.4249931389897297,4.882164297940853,2.7080502011022096,1.0,1.0,8.0,64.0,0.0
740,13.124744540184722,0.8065736701464541,5.356889488221821,5.0352303933294245,2.772588722239781,1.0,1.0,8.0,64.0,0.0
741,13.156389854609824,0.8085996307327867,2.2332240751318,5.283010990466988,2.8332133440562166,1.0,1.0,8.0,64.0,0.0
742,13.179724326288225,0.8416409823517289,2.7262842881914504,5.510021564059708,2.8903717578961645,1.0,1.0,7.0,49.0,0.0
743,13.191400514578207,0.8517640625276846,3.2979439385163,5.77895936999416,2.9444389791664403,1.0,1.0,3.0,9.0,0.0
744,13.18984444001725,0.8336829461957722,-0.6386517425003361,6.123534940577183,2.9957322735539913,1.0,1.0,1.0,1.0,0.0
745,13.177427154579355,0.8721775670144638,2.14496893688045,6.594683621705539,3.0445224377234235,1.0,1.0,1.0,1.0,0.0
746,13.159767056134582,0.8539349756137661,1.40938529596956,6.9543860417212615,3.0910424533583165,1.0,1.0,2.0,4.0,0.0
747,13.145274892586867,0.8416319196605153,2.22519733165061,7.193450726701567,3.1354942159291497,1.0,1.0,4.0,16.0,0.0
748,13.14040956109539,0.8440530006337134,2.6597212980425,7.527238159979992,3.1780538303479458,1.0,1.0,4.0,16.0,0.0
749,13.14723938781044,0.8321978174956215,2.35906182741352,7.851081133476707,3.218875824868201,1.0,1.0,6.0,36.0,0.0
750,13.163785511804614,0.8741241347808879,2.3181541439083304,8.10272979549,3.258096538021482,1.0,1.0,5.0,25.0,0.0
751,13.187658487256465,0.8726284633835655,2.43187804213241,8.520474844524253,3.2958368660043287,1.0,1.0,5.0,25.0,0.0
752,13.215123034662248,0.8631613650209083,2.82559238570485,8.804472187730859,3.332204510175204,1.0,1.0,5.0,25.0,0.0
753,13.243429905383772,0.8356169429140397,2.63306361922692,8.979309657470646,3.3672958299864737,1.0,1.0,4.0,16.0,0.0
754,13.272313246166975,0.8458500400295142,2.86422308577242,9.131141387080236,3.4011973816621555,1.0,1.0,6.0,36.0,0.0
755,13.302106613183485,0.8429712694479896,3.27533828221495,9.24382882367488,3.4339872044851463,1.0,1.0,5.0,25.0,0.0
756,13.331623802553942,0.8420304251765773,2.76845335041352,9.315933825772113,3.4657359027997265,1.0,1.0,5.0,25.0,0.0
757,13.359635449460065,0.8304978012517173,2.42825205593544,8.430347233439177,3.49650756146648,1.0,1.0,6.0,36.0,0.0
758,13.38536897463553,0.8154111796428866,2.6688124421075003,8.651340178530752,3.5263605246161616,1.0,1.0,6.0,36.0,0.0
759,13.408396090410323,0.8356990114006677,2.61712930777183,8.865004868182211,0.0,1.0,1.0,6.0,36.0,0.0
760,13.428913817338055,0.7984873501507916,4.2338900571327,9.090677212496818,0.6931471805599453,1.0,1.0,6.0,36.0,0.0
761,13.447570976993127,0.7621125375817107,2.1836561470797,9.461607259707431,0.0,1.0,1.0,4.0,16.0,0.0
762,13.465303225293331,0.7451231270650092,2.58015964545491,9.665721714674882,0.6931471805599453,1.0,1.0,5.0,25.0,0.0
789,15.519733421385098,0.3121488239520908,0.524991784897485,0.016852855808614783,0.0,1.0,0.0,2.0,4.0,0.0
790,15.543326351321447,0.3536313495207077,-1.98462538720114,0.02519689169773125,0.0,1.0,0.0,1.0,1.0,0.0
791,15.566911987528375,0.3775055251601719,-2.0105027728963,0.048831698555525486,0.6931471805599453,1.0,0.0,4.0,16.0,0.0
792,15.590484434068008,0.3935999882807642,-0.4479641178436,0.1814904125488501,1.0986122886681096,1.0,0.0,5.0,25.0,1.0
793,15.614039893183534,0.4004793641835096,-1.29475384405356,1.97563294317258,0.0,1.0,0.0,4.0,16.0,0.0
794,15.6375470180766,0.4384385463308804,-1.60433081970498,3.8326055385387887,1.6094379124341005,1.0,0.0,5.0,25.0,0.0
795,15.661003350619659,0.4524651621607229,1.56954756498031,4.102476152174562,1.791759469228055,1.0,0.0,6.0,36.0,0.0
796,15.684456814450822,0.46503056685643607,1.70572724528325,4.4185418638808205,1.9459101490553128,1.0,0.0,5.0,25.0,0.0
797,15.707968391893866,0.5085759040231914,1.94682521015183,4.741930630178366,0.0,1.0,0.0,7.0,49.0,0.0
798,15.73155719835976,0.528796509093775,2.15308799226888,5.1317850388318975,0.6931471805599453,1.0,0.0,5.0,25.0,0.0
799,15.755220956794641,0.5062173206691729,2.29489042718793,5.655382410423048,1.0986122886681096,1.0,0.0,7.0,49.0,0.0
800,15.778880816852501,0.5585785510483243,1.28316017751364,5.98670575040466,1.3862943611198906,1.0,0.0,6.0,36.0,0.0
801,15.802390576320114,0.5437895426914402,2.06622731886825,6.236753314934871,0.0,1.0,0.0,6.0,36.0,0.0
802,15.82557160839947,0.5349625094614546,2.16038567564979,6.477643562799161,0.6931471805599453,1.0,0.0,6.0,36.0,0.0
803,15.848300908739452,0.5407227969672166,2.16293247806146,6.799773675533216,1.0986122886681096,1.0,0.0,5.0,25.0,0.0
804,15.870525304846055,0.5373553018689671,2.08838222336533,7.209860234355623,1.3862943611198906,1.0,0.0,7.0,49.0,0.0
805,15.892263613902855,0.5878826387964775,2.22580519725921,7.377644077183338,0.0,1.0,0.0,7.0,49.0,0.0
806,15.913554742541029,0.5950416359514102,2.2426222678374503,7.655464873096847,0.6931471805599453,1.0,0.0,4.0,16.0,0.0
807,15.934462193999536,0.5941298459907672,0.653364648246787,7.737683865544327,1.0986122886681096,1.0,0.0,7.0,49.0,0.0
808,15.955020213697646,0.5752283925833824,1.5836069550638898,7.913961057223798,1.3862943611198906,1.0,0.0,4.0,16.0,0.0
809,15.975271615156668,0.5997300134908763,1.29761282135077,7.9766153329653475,0.0,1.0,0.0,7.0,49.0,0.0
810,15.995176322102914,0.6112776779746774,1.57656773253692,8.013551633787456,0.0,1.0,0.0,7.0,49.0,1.0
811,16.014598620155795,0.6245457256738063,1.64661465806299,8.14617137056728,0.0,1.0,0.0,4.0,16.0,1.0
812,16.03336639522067,0.6276363696218006,2.04286454788877,8.324947969237789,0.6931471805599453,1.0,0.0,6.0,36.0,1.0
813,16.051390410846277,0.6270105767682332,2.10272040459648,8.546491939295565,0.0,1.0,0.0,6.0,36.0,0.0
814,16.06863173486903,0.6691671654341809,2.19020746473854,8.727702895953035,0.6931471805599453,1.0,0.0,6.0,36.0,0.0
815,16.085206276513563,0.6541461787963487,2.136442014829,9.099702739245153,1.0986122886681096,1.0,0.0,6.0,36.0,0.0
816,16.10136629233044,0.6399623139613791,2.47961646432834,9.715841190055269,1.3862943611198906,1.0,0.0,5.0,25.0,0.0
817,16.117436033458517,0.6450609939001892,1.83221162259291,9.877210828821587,1.6094379124341005,1.0,0.0,6.0,36.0,0.0
831,15.17130138071995,-1.3044108799099994,2.2360679774998102,9.213753575524759,0.0,1.0,0.0,7.0,49.0,0.0
832,15.17009673607786,-1.2093419447315727,2.48997991959778,9.491731497267141,0.0,1.0,0.0,7.0,49.0,0.0
833,15.168420044252839,-1.2687600283875156,2.61495697861364,9.563385035296514,0.0,1.0,0.0,6.0,36.0,0.0
834,15.166488832943408,-1.2459763100974652,2.3280893453644103,9.911693430825366,0.0,1.0,0.0,7.0,49.0,0.0
835,15.164478370867275,-1.2791428765647317,-1.70587221092301,9.892337101682964,0.0,1.0,0.0,6.0,36.0,0.0
851,13.849258631196074,-0.05438448699372323,3.01079019428638,2.633454297924817,0.6931471805599453,0.0,0.0,8.0,64.0,0.0
852,13.884340482842815,-0.04708424320038023,3.4879122213576697,2.7762305174821518,1.0986122886681096,0.0,0.0,8.0,64.0,0.0
853,13.918483124740284,-0.05567430036372518,3.6258418956512304,2.918043372455076,1.3862943611198906,0.0,0.0,6.0,36.0,0.0
854,13.951967043330706,-0.07254897812436492,2.9232487896118395,3.0406161629310047,1.6094379124341005,0.0,0.0,7.0,49.0,0.0
855,13.98496383917541,-0.09694732720910866,2.66932037427087,3.1612842711205964,1.791759469228055,0.0,0.0,8.0,64.0,0.0
856,14.017420666854367,-0.09070977228465693,2.8588326404997004,3.3156087699562504,1.9459101490553128,0.0,0.0,8.0,64.0,0.0
857,14.049213363611006,-0.1077106930514073,3.44701727810471,3.4743076633691783,2.079441541679836,0.0,0.0,7.0,49.0,0.0
858,14.080327197515711,-0.13965115071778106,4.41021196783246,3.616480253584292,2.19722457733622,0.0,0.0,7.0,49.0,0.0
859,14.11074404656889,-0.13805126088546055,3.61378002443757,3.8200546376002533,2.302585092994046,0.0,0.0,7.0,49.0,0.0
860,14.140424829323187,-0.15444702001500804,2.60246460286598,4.031856324041285,2.3978952727983707,0.0,0.0,7.0,49.0,0.0
861,14.169340558887587,-0.18029521369455234,2.7310636695849904,4.262437166538798,2.4849066497880004,0.0,0.0,7.0,49.0,0.0
862,14.197414945983322,-0.14053631079100418,1.7079433056183402,4.594100819074088,2.5649493574615367,0.0,0.0,7.0,49.0,0.0
863,14.224504764804824,-0.14551940727848628,1.38423529465264,4.912269091657236,2.6390573296152593,0.0,0.0,6.0,36.0,0.0
864,14.25044708585547,-0.1342826133487391,1.90470888744405,5.1647299379603275,2.7080502011022096,0.0,0.0,7.0,49.0,0.0
865,14.275118463434136,-0.10295889807360746,2.6514920819692502,5.429419641024988,2.772588722239781,0.0,0.0,6.0,36.0,0.0
866,14.29854701476018,-0.08386154006583328,2.41449789364637,5.696567633043349,2.8332133440562166,0.0,0.0,7.0,49.0,0.0
867,14.320729895836394,-0.015378222657247734,2.8331164865572407,5.939745573237644,2.8903717578961645,0.0,0.0,7.0,49.0,0.0
868,14.341509285772162,0.0031298929708027824,0.849701803652212,6.134391362536572,0.0,0.0,0.0,6.0,36.0,0.0
869,14.360693549506,0.005970167034122956,3.10921867058462,6.367642910694836,0.6931471805599453,0.0,0.0,7.0,49.0,0.0
870,14.378193067270482,-0.015319980721648137,1.40985667866898,6.6358503430932645,1.0986122886681096,0.0,0.0,7.0,49.0,0.0
871,14.39400361521222,0.0016321204664838755,0.5005735377771501,6.850018237931897,1.3862943611198906,0.0,0.0,7.0,49.0,0.0
872,14.408271497291086,0.0,2.46364178963788,7.119828574287433,1.6094379124341005,0.0,1.0,7.0,49.0,0.0
873,14.421247372858286,0.0,2.15078933494403,7.43979170455992,1.791759469228055,0.0,1.0,7.0,49.0,0.0
874,14.433254543315758,-0.01653537581798981,1.64493819686583,7.693827548155885,1.9459101490553128,0.0,1.0,7.0,49.0,0.0
875,14.444548458582794,-0.19801288663388564,2.13463010201541,8.01821698870721,2.079441541679836,0.0,1.0,7.0,49.0,0.0
876,14.455227425495933,-0.4656756589950502,2.8212641122125,8.468817051864251,2.19722457733622,0.0,0.0,6.0,36.0,0.0
877,14.465325825959965,-0.5414701288296064,2.94658117947168,8.763527567044067,2.302585092994046,0.0,0.0,7.0,49.0,0.0
878,14.474955649713118,-0.5930833751579895,1.97521309018552,9.30347364422233,0.0,0.0,0.0,6.0,36.0,0.0
879,14.484219031197178,-0.6211144045084048,-2.8001789139719,9.669675198199762,0.6931471805599453,0.0,0.0,6.0,36.0,0.0
906,18.640705757679072,0.08061234598343857,-2.09603368140852,2.684622590219765e-05,1.0986122886681096,0.0,0.0,4.0,16.0,0.0
907,18.66382627523971,0.1020382806514222,0.7617385078113359,3.80178482950586e-05,1.3862943611198906,0.0,0.0,4.0,16.0,0.0
908,18.686543949211696,0.10627822753143994,-1.84656261201002,5.82836795502222e-05,1.6094379124341005,0.0,0.0,5.0,25.0,1.0
909,18.708594866978327,0.10295178684841637,2.29546142559336,9.9615959653977e-05,1.791759469228055,0.0,0.0,4.0,16.0,0.0
910,18.729804122391545,0.09067474073794396,2.81884049665919,0.00017985896866304306,0.0,0.0,0.0,5.0,25.0,0.0
911,18.75015277909202,0.10509482573538463,2.82635721539617,0.0002827518941684468,0.6931471805599453,0.0,0.0,5.0,25.0,0.0
912,18.769699838520864,0.09580799296569842,1.8972689469017,0.0005123470054040232,1.0986122886681096,0.0,0.0,4.0,16.0,0.0
913,18.78846213632133,0.0852975805207002,-0.320425826359492,0.0013834457624104966,1.3862943611198906,0.0,0.0,5.0,25.0,0.0
914,18.806478096868695,0.10600236421896114,1.8109276219996295,0.005412656593668898,0.0,0.0,0.0,4.0,16.0,0.0
915,18.82379870633451,0.10375923426080434,-2.07364413533278,0.02988126147829266,0.6931471805599453,0.0,0.0,3.0,9.0,0.0
916,18.840400693977596,0.07801225008900813,1.229661523132,0.06897230818810154,1.0986122886681096,0.0,0.0,4.0,16.0,0.0
917,18.85633866039747,0.09719958430042508,-0.683311732732926,0.22367119352059645,0.0,0.0,0.0,3.0,9.0,0.0
918,18.871827258888604,0.05952721216502575,2.15989605034208,1.007261567430402,0.6931471805599453,0.0,0.0,3.0,9.0,0.0
919,18.88713375846936,0.027892712852090454,2.30962331924814,4.6985131908112265,1.0986122886681096,0.0,0.0,4.0,16.0,0.0
920,18.902432690664558,0.010954423612972105,2.10162603555374,6.053754394984082,0.0,0.0,0.0,2.0,4.0,0.0
921,18.917766950716445,-0.015138610507650176,1.4662878298614,6.513272476989075,0.6931471805599453,0.0,0.0,4.0,16.0,0.0
922,18.933057905460934,0.01258957972231665,1.8371006546913304,6.73502977443585,1.0986122886681096,0.0,0.0,4.0,16.0,0.0
923,18.948200326932486,-0.0031397199663029678,0.18844682104277105,6.8418950130492,1.3862943611198906,0.0,0.0,2.0,4.0,0.0
924,18.963042022465764,-0.02692141112006691,0.505566121524263,7.006112728626075,1.6094379124341005,0.0,0.0,4.0,16.0,0.0
925,18.977463367980747,-0.06837252404936027,2.07502908786833,7.248693063520402,1.791759469228055,0.0,1.0,2.0,4.0,0.0
926,18.99148064163384,-0.04852884584104068,1.1466891998021498,7.492422187058701,1.9459101490553128,0.0,1.0,3.0,9.0,0.0
927,19.005093768969985,-0.04124653285306857,1.6297160080085098,7.802566186485982,0.0,0.0,1.0,4.0,16.0,0.0
928,19.01815891083481,-0.032342021134467894,1.07086370016111,8.35695729380685,0.6931471805599453,0.0,1.0,4.0,16.0,0.0
929,19.03050219988127,-0.03372563470170376,2.3903800776991804,8.628295343739005,1.0986122886681096,0.0,1.0,4.0,16.0,0.0
930,19.042022546276414,-0.03892135677287392,1.77661261622338,8.919644010894604,1.3862943611198906,0.0,0.0,4.0,16.0,0.0
931,19.052666707191754,0.0,1.98882258366182,9.104316974585863,1.6094379124341005,0.0,0.0,2.0,4.0,0.0
932,19.06251871420863,-0.01951782557604001,2.46889752252967,9.268401623669584,1.791759469228055,0.0,0.0,4.0,16.0,0.0
933,19.071784178749528,-0.03828017331158008,2.27360924840552,9.527227056864145,1.9459101490553128,0.0,0.0,4.0,16.0,0.0
934,19.080741154604894,-0.037395661733237454,-0.572929349803307,9.757220573323805,2.079441541679836,0.0,0.0,3.0,9.0,0.0
965,16.008341832194837,-0.7541089075524458,1.63812107577877,0.15759080725811453,3.5263605246161616,1.0,1.0,2.0,4.0,0.0
966,16.008076634649573,-0.7799170824161329,2.0512440399463503,0.15970411334914106,3.555348061489413,1.0,1.0,3.0,9.0,0.0
967,16.009547727575974,-0.7695449999832041,2.46059217515523,0.16186654988458454,3.58351893845611,1.0,1.0,3.0,9.0,0.0
968,16.010671451814215,-0.8456205143189827,3.3082762678130697,0.16377317098610902,3.610917912644224,1.0,1.0,5.0,25.0,1.0
969,15.998971065826714,-0.7587063757948158,-1.81380318444598,0.16892382025508276,0.0,1.0,1.0,5.0,25.0,0.0
970,15.980933561036036,-0.7252113408596839,-3.01949949373406,0.18795384600313345,0.0,0.0,0.0,3.0,9.0,0.0
971,15.971029301235038,-0.6115973136524642,-2.90608933382279,0.3935598750699492,0.6931471805599453,0.0,0.0,5.0,25.0,0.0
972,15.960290769327436,-0.6353439174355506,-2.69673651990598,0.5443346148241391,1.0986122886681096,0.0,0.0,6.0,36.0,0.0
973,15.95231411081227,-0.7035048563648043,-1.21664077857817,0.7157095484752646,1.3862943611198906,0.0,0.0,3.0,9.0,0.0
974,15.94891825001742,-0.4108613688690377,1.3483363674099198,1.0021399198135907,1.6094379124341005,0.0,0.0,4.0,16.0,0.0
975,15.944464265012698,-0.5065584678726955,1.69120946683629,1.2757317291400885,1.791759469228055,0.0,0.0,5.0,25.0,0.0
976,15.93930696621633,-0.3963326245712555,-3.00500493554212,1.8991164006954864,1.9459101490553128,0.0,0.0,4.0,16.0,0.0
977,15.933218992670954,-0.26331490338151325,-1.2827822833721798,6.463622098532215,0.0,0.0,0.0,5.0,25.0,0.0
978,15.926545965660287,-0.35014946199720465,2.20484964682206,7.041262954904382,0.6931471805599453,0.0,0.0,4.0,16.0,0.0
979,15.920939483412495,-0.3339267305724625,1.40147831704082,7.131273802358657,1.0986122886681096,0.0,0.0,5.0,25.0,0.0
980,15.916000519246161,-0.2697448314890712,2.3874672772627004,7.490087234349657,1.3862943611198906,0.0,0.0,4.0,16.0,0.0
981,15.897484141319287,-0.2541653638097925,2.0493901531918897,7.760863584037392,1.6094379124341005,0.0,0.0,5.0,25.0,0.0
982,15.87837393816596,-0.2515569995703712,2.1679483388679,7.983138698948541,0.0,0.0,0.0,6.0,36.0,0.0
983,15.872649868439385,-0.2470298235374961,2.34520787991171,8.068781733464593,0.6931471805599453,0.0,0.0,5.0,25.0,0.0
984,15.86721611381284,-0.2532947300848404,2.58843582110894,8.32087157640656,1.0986122886681096,0.0,0.0,5.0,25.0,0.0
985,15.861899325585807,-0.26255140778771,2.52982212813468,8.527933104866161,1.3862943611198906,0.0,0.0,6.0,36.0,0.0
986,15.856603605996778,-0.2266637963626515,2.54950975679641,8.832140058775108,1.6094379124341005,0.0,0.0,6.0,36.0,0.0
987,15.83644044706008,-0.2489048935427078,2.5298221281347,9.195716420460599,1.791759469228055,0.0,0.0,6.0,36.0,0.0
988,15.829421219614623,-0.269280408268528,2.48997991959774,9.746972371251994,1.9459101490553128,0.0,0.0,6.0,36.0,1.0
989,15.82297840598915,-0.27089392334864737,-2.34520787991171,9.880236829883907,2.079441541679836,0.0,0.0,6.0,36.0,0.0
1011,15.75929817031716,0.699224356064881,2.0628386754817702,6.082028935037738,0.6931471805599453,0.0,0.0,6.0,36.0,0.0
1012,15.783776933848527,0.7398305681761819,3.0922801642276205,6.438331528911432,0.0,0.0,0.0,6.0,36.0,0.0
1013,15.808972962438908,0.7632332795492234,0.588204673140924,6.695671723209982,0.0,0.0,0.0,5.0,25.0,0.0
