d3mIndex,p_0,p_1
0.0,0.9604760358565,0.03952396414350009
811.888888888889,0.9604760358565,0.03952396414350009
1623.77777777778,0.9604760358565,0.03952396414350009
2435.6666666666697,0.9604760358565,0.03952396414350009
3247.55555555556,0.9604760358565,0.03952396414350009
4059.44444444444,0.9604760358565,0.03952396414350009
4871.333333333329,0.9604760358565,0.03952396414350009
5683.222222222221,0.9604760358565,0.03952396414350009
6495.1111111111095,0.9604760358565,0.03952396414350009
7307.0,0.9604760358565,0.03952396414350009
3663.5,0.9861720192984388,0.013827980701561196
3663.5,0.9847833050742437,0.015216694925756254
3663.5,0.9840366553119393,0.015963344688060658
3663.5,0.9797776615700899,0.020222338429910107
3663.5,0.9610416259247814,0.0389583740752187
3663.5,0.9401710077411641,0.059828992258835874
3663.5,0.9261320019741063,0.0738679980258939
3663.5,0.8792989264651069,0.12070107353489305
3663.5,0.8764051177523962,0.12359488224760384
3663.5,0.8692833862516184,0.13071661374838164
3663.5,0.9919984190814491,0.008001580918550936
3663.5,0.9905415504329199,0.009458449567079988
3663.5,0.9874785586305261,0.012521441369473875
3663.5,0.9842569208083052,0.015743079191694705
3663.5,0.9553286307262487,0.04467136927375125
3663.5,0.9498981190219274,0.050101880978072603
3663.5,0.9457916570381179,0.054208342961882025
3663.5,0.9551727138125031,0.04482728618749691
3663.5,0.9634092170004569,0.036590782999543076
3663.5,0.9684043591753438,0.03159564082465616
3663.5,0.9604760358565,0.03952396414350009
3663.5,0.9692667116796715,0.030733288320328633
3663.5,0.9604760358565,0.03952396414350009
3663.5,0.9545429656653435,0.045457034334656414
3663.5,0.9604760358565,0.03952396414350009
3663.5,0.9642910842688858,0.03570891573111416
3663.5,0.9604760358565,0.03952396414350009
3663.5,0.9777567114279256,0.022243288572074155
3663.5,0.9604760358565,0.03952396414350009
3663.5,0.9683590544066425,0.031640945593357436
3663.5,0.9604760358565,0.03952396414350009
3663.5,0.9687041891350381,0.03129581086496196
3663.5,0.9823250770250082,0.017674922974991906
3663.5,0.9774251149389374,0.022574885061062627
3663.5,0.9728642729750959,0.027135727024903994
3663.5,0.9686007392670846,0.031399260732915296
3663.5,0.9635620658910153,0.03643793410898464
3663.5,0.9604766933415815,0.03952330665841849
3663.5,0.9659748402879115,0.034025159712088394
3663.5,0.9712145311553655,0.028785468844634562
3663.5,0.9747712393445227,0.025228760655477214
3663.5,0.9785302624866518,0.021469737513348297
3663.5,0.9743614670655674,0.02563853293443261
3663.5,0.9714638952879364,0.028536104712063644
3663.5,0.9688039636470501,0.03119603635294987
3663.5,0.9587174955593755,0.041282504440624576
3663.5,0.9617011578120639,0.03829884218793605
3663.5,0.9469821464211291,0.053017853578870754
3663.5,0.9554534474948372,0.04454655250516297
3663.5,0.9688100538126878,0.03118994618731211
3663.5,0.9732765371988338,0.026723462801166338
3663.5,0.9773271163194622,0.02267288368053762
3663.5,0.9604760358565,0.03952396414350009
3663.5,0.9597763943699243,0.04022360563007559
3663.5,0.9651244244743259,0.03487557552567418
3663.5,0.9717070193091673,0.028292980690832963
3663.5,0.9770304019744221,0.02296959802557771
3663.5,0.9829508842254254,0.017049115774574644
3663.5,0.9835846387320515,0.01641536126794873
3663.5,0.9849499271363694,0.015050072863630727
3663.5,0.9857202768223317,0.014279723177668346
3663.5,0.9861474715643878,0.013852528435612303
3663.5,0.960476034481008,0.03952396551899189
3663.5,0.960476034481008,0.03952396551899189
