"d3mIndex","sftpcons","sftptv2a3","sftptv2a4","sftptv2a5","sftptv2a2","sftptv2a6","logim","maccat","disp4cat","stratidc","log_gdpc","logtpop","logmtn","feanctig","floil","sftpdur2","ethherf","relhrel","anocracy","democracy"
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,4.05069308810764,0,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,4.55702972412109,0,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,1,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,1,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,1,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.159138351678848,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.252567423714532,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.345996495750215,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.439425567785899,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.532854639821582,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.626283711857266,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.719712783892949,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.813141855928633,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.906570927964316,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,1,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.195502251386642,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.28489089012146,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.374279528856277,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.463668167591095,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.553056806325912,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.64244544506073,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.731834083795547,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.821222722530365,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.910611361265182,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,1,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.514656573534012,1,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.514656573534012,0,0
227.5,0,0,0,0,0,0,0.113896161317825,0,0,197711,6.98067903518677,8.84628009796143,2.27645289897919,0,0,0,0.558793306350708,0.514656573534012,0,1
