"d3mIndex","log(wdi.pop)","wdi.popurb.mi","ythbul4","log1p(bnk.unrest)","log1p(bnk.strikes)","log1p(nvc.dosregt)","nvc.ongoing","civilwar","nvc.start.1"
1,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
795.777777777778,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
1590.55555555556,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
2385.33333333333,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3180.11111111111,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3974.88888888889,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
4769.66666666667,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
5564.44444444445,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
6359.22222222222,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
7154,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3551.5,11.7782852384175,45.862,0.1877388607,0,0,0,0,0,0
3551.5,12.8045003559286,45.862,0.1877388607,0,0,0,0,0,0
3551.5,13.8307154734398,45.862,0.1877388607,0,0,0,0,0,0
3551.5,14.8569305909509,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.883145708462,45.862,0.1877388607,0,0,0,0,0,0
3551.5,16.9093608259732,45.862,0.1877388607,0,0,0,0,0,0
3551.5,17.9355759434843,45.862,0.1877388607,0,0,0,0,0,0
3551.5,18.9617910609954,45.862,0.1877388607,0,0,0,0,0,0
3551.5,19.9880061785066,45.862,0.1877388607,0,0,0,0,0,0
3551.5,21.0142212960177,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,2.501,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,13.3342222222222,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,24.1674444444444,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,35.0006666666667,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.8338888888889,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,56.6671111111111,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,67.5003333333333,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,78.3335555555556,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,89.1667777777778,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,100,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.096589477,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.116181681811111,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.135773886622222,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.155366091433333,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.174958296244444,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.194550501055556,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.214142705866667,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.233734910677778,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.253327115488889,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.2729193203,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0.48963547191825,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0.9792709438365,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,1.46890641575475,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,1.958541887673,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,2.44817735959125,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,2.9378128315095,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,3.42744830342775,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,3.917083775346,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,4.40671924726425,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0.293228592179473,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0.586457184358947,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0.87968577653842,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,1.17291436871789,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,1.46614296089737,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,1.75937155307684,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,2.05260014525631,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,2.34582873743579,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,2.63905732961526,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0.216212238783923,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0.432424477567847,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0.64863671635177,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0.864848955135693,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,1.08106119391962,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,1.29727343270354,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,1.51348567148746,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,1.72969791027139,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,1.94591014905531,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,1,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,1,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,0
3551.5,15.9135440678608,45.862,0.1877388607,0,0,0,0,0,1
